"<http://dbpedia.org/property/team> <http://dbpedia.org/resource/chicago_bulls> } union {","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/australia> } union { ?uri","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/resource/chicago_bulls> } union { ?uri","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/chicago_bulls> } } order by","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/australia>","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"alma mater of the chancellor","194","almaMater","-","SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:almaMater ?Almamater }","What is the alma mater of the chancellor of Germany Angela Merkel?","","",""
"ancient empire could you pay","257","-","-","SELECT DISTINCT ?uri WHERE { ?uri dbo:currency res:Cocoa_bean }","In which ancient empire could you pay with cocoa beans?","","",""
"artistic movement did the painter","355","movement","","SELECT DISTINCT ?uri WHERE { res:The_Three_Dancers dbo:author ?person . ?person dbo:movement ?uri }","To which artistic movement did the painter of The Three Dancers belong?","","",""
"bad have more episodes than","338","numberOfEpisodes","-","ASK WHERE { res:Breaking_Bad dbo:numberOfEpisodes ?x . res:Game_of_Thrones dbo:numberOfEpisodes ?y FILTER ( ?y > ?x ) }","Does Breaking Bad have more episodes than Game of Thrones?","","",""
"big is the total area","278","areaTotal","-","SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"big is the total area","278","areaTotal","-","SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"bigger than the great bear","346","areaTotal","-","ASK WHERE { res:Lake_Baikal dbo:areaTotal ?a1 . res:Great_Bear_Lake dbo:areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"cuban missile crisis earlier than","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"cuban missile crisis earlier than","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"current federal minister of finance","202","","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"current federal minister of finance","202","leader","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"doctoral supervisor of albert einstein?","337","doctoralAdvisor","-","SELECT DISTINCT ?uri WHERE { res:Albert_Einstein dbo:doctoralAdvisor ?uri }","Who was the doctoral supervisor of Albert Einstein?","","",""
"earlier than the bay of","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"earlier than the bay of","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"ethnic groups live in slovenia?","316","ethnicGroup","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
"ethnic groups live in slovenia?","316","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
"federal minister of finance in","202","","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"federal minister of finance in","202","leader","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"final match of the football","281","date","-","SELECT ?Date WHERE { dbr:2018_FIFA_World_Cup dbp:date ?Date } ORDER BY DESC(?Date) LIMIT 1","When will start the final match of the football world cup 2018?","","",""
"former dutch queen juliana buried?","95","-","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juliana_of_the_Netherlands> <http://dbpedia.org/property/burialPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Settlement> }","In which city was the former Dutch queen Juliana buried?","","",""
"founding date of french fifth","218","foundingDate","-","SELECT ?ff WHERE { dbr:French_Fifth_Republic dbo:foundingDate ?ff }","when was the founding date of french fifth republic?","","",""
"founding date of french fifth","218","foundingDate","-","SELECT ?ff WHERE { dbr:French_Fifth_Republic dbo:foundingDate ?ff }","when was the founding date of french fifth republic?","","",""
"high is the lighthouse in","298","height","-","SELECT DISTINCT ?num WHERE { res:Colombo_Lighthouse dbo:height ?num }","How high is the lighthouse in Colombo?","","",""
"high is the yokohama marine","304","height","-","SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num }","How high is the Yokohama Marine Tower?","","",""
"higher than the nanga parbat?","174","elevation","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/Mountain> { ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation } UNION { ?uri <http://dbpedia.org/property/elevationM> ?otherelevation } FILTER ( ?otherelevation > ?elevation ) }","Which mountains are higher than the Nanga Parbat?","","",""
"highest place of the urals?","65","highest","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ural_Mountains> <http://dbpedia.org/property/highest> ?uri }","What is the highest place of the Urals?","","",""
"large is the area of","209","areaTotal","-","SELECT ?area WHERE { dbr:United_Kingdom dbo:areaTotal ?area }","How large is the area of UK?","","",""
"largest city in canada have?","284","largestCity","-","SELECT DISTINCT ?num WHERE { res:Canada dbo:largestCity ?city . ?city dbo:populationTotal ?num }","How many inhabitants does the largest city in Canada have?","","",""
"largest city in canada have?","284","largestCity","-","SELECT DISTINCT ?num WHERE { res:Canada dbo:largestCity ?city . ?city dbo:populationTotal ?num }","How many inhabitants does the largest city in Canada have?","","",""
"largest metropolitan area in washington","98","largestmetro","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"largest metropolitan area in washington","98","largestmetro","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"last episode of the tv","226","completionDate","-","SELECT ?date WHERE { dbr:Friends dbo:completionDate ?date }","When was the last episode of the TV series Friends aired?","","",""
"last work of dan brown?","236","releaseDate","-","SELECT ?book WHERE { { ?book dbo:author dbr:Dan_Brown . ?book dbp:releaseDate ?date } UNION { ?book dbo:author dbr:Dan_Brown . ?book dbo:publicationDate ?date} } ORDER BY DESC(xsd:date(?date)) LIMIT 1","What is the last work of Dan Brown?","","",""
"lowest rank in the fifa","105","fifaMin","-","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n }","What was Brazil's lowest rank in the FIFA World Ranking?","","",""
"many aldi stores are there?","250","numberOfLocations","-","SELECT DISTINCT ?number WHERE { res:Aldi dbo:numberOfLocations ?number }","How many Aldi stores are there?","","",""
"many children did benjamin franklin","362","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Benjamin_Franklin dbo:child ?uri }","How many children did Benjamin Franklin have?","","",""
"many children does eddie murphy","144","-","-","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Eddie_Murphy> <http://dbpedia.org/property/children> ?n }","How many children does Eddie Murphy have?","","",""
"many countries iran has borders?","262","-","-","SELECT ?border WHERE { dbr:Geography_of_Iran dbp:borders ?border } LIMIT 8","With how many countries Iran has borders?","","",""
"many employees does google have?","85","numberOfEmployees","-","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/numberOfEmployees> ?num }","How many employees does Google have?","","",""
"many employees does ibm have?","157","numberOfEmployees","-","SELECT DISTINCT ?number WHERE { <http://dbpedia.org/resource/IBM> <http://dbpedia.org/ontology/numberOfEmployees> ?number }","How many employees does IBM have?","","",""
"many ethnic groups live in","316","ethnicGroup","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
"many ethnic groups live in","316","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
"many films did hal roach","50","producer","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach> }","How many films did Hal Roach produce?","","",""
"many inhabitants does maribor have?","60","populationTotal","-","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Maribor> <http://dbpedia.org/ontology/populationTotal> ?num }","How many inhabitants does Maribor have?","","",""
"many inhabitants does the largest","284","largestCity","-","SELECT DISTINCT ?num WHERE { res:Canada dbo:largestCity ?city . ?city dbo:populationTotal ?num }","How many inhabitants does the largest city in Canada have?","","",""
"many inhabitants does the largest","284","largestCity","-","SELECT DISTINCT ?num WHERE { res:Canada dbo:largestCity ?city . ?city dbo:populationTotal ?num }","How many inhabitants does the largest city in Canada have?","","",""
"many languages are spoken in","307","-","-","SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { res:Turkmenistan dbo:language ?x }","How many languages are spoken in Turkmenistan?","","",""
"many languages are spoken in","385","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri rdf:type dbo:Language . res:Colombia dbo:language ?uri }","How many languages are spoken in Colombia?","","",""
"many missions does the soyuz","90","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/property/programme> <http://dbpedia.org/resource/Soyuz_programme> }","How many missions does the Soyuz programme have?","","",""
"many movies did park chan-wook","56","director","","SELECT COUNT(DISTINCT ?uri AS ?uri) WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Park_Chan-wook> . }","How many movies did Park Chan-wook direct?","","",""
"many pages does war and","319","numberOfPages","-","SELECT DISTINCT ?n WHERE { res:War_and_Peace dbo:numberOfPages ?n }","How many pages does War and Peace have?","","",""
"many people live in eurasia?","351","populationTotal","-","SELECT DISTINCT ?population WHERE { res:Eurasia dbo:populationTotal ?population }","How many people live in Eurasia?","","",""
"many people live in poland?","225","populationTotal","-","SELECT DISTINCT ?uri WHERE { res:Poland dbo:populationTotal ?uri }","How many people live in Poland?","","",""
"many people live in the","256","populationTotal","-","SELECT DISTINCT ?num WHERE { res:Australia dbo:capital ?x . ?x dbo:populationTotal ?num }","How many people live in the capital of Australia?","","",""
"many programming languages are there?","168","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> }","How many programming languages are there?","","",""
"many states are in mexico?","327","-","-","SELECT (COUNT(?uri) AS ?count) WHERE { ?uri dbo:type dbr:States_of_Mexico }","How many states are in Mexico?","","",""
"many theories did albert einstein","258","-","-","SELECT (COUNT(?uri) AS ?count) WHERE { dbr:Albert_Einstein dbo:knownFor ?uri }","How many theories did Albert Einstein come up with?","","",""
"metropolitan area in washington state?","98","largestmetro","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"metropolitan area in washington state?","98","largestmetro","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"military conflicts did lawrence of","369","battle","-","SELECT DISTINCT ?uri WHERE { res:T._E._Lawrence dbo:battle ?uri }","In which military conflicts did Lawrence of Arabia participate?","","",""
"new battlestar galactica series have","160","-","-","ASK WHERE { <http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x . <http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y FILTER ( ?y > ?x ) }","Does the new Battlestar Galactica series have more episodes than the old one?","","",""
