"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/denmark>","51","country","Denmark","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> }","Give me all Danish movies.","",""
"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/denmark> }","51","country","Denmark","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> }","Give me all Danish movies.","",""
"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/greece>","163","country","Greece","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/PoliticalParty> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Greece> "," <http://dbpedia.org/ontology/ideology> <http://dbpedia.org/resource/Pro-Europeanism> }","Which Greek parties are pro-European?",""
"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/greece>","163","ideology","Pro-Europeanism","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/PoliticalParty> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Greece> "," <http://dbpedia.org/ontology/ideology> <http://dbpedia.org/resource/Pro-Europeanism> }","Which Greek parties are pro-European?",""
"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/sweden>","94","country","Sweden","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Holiday> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Sweden> }","Give me all Swedish holidays.","",""
"<http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/sweden> }","94","country","Sweden","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Holiday> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Sweden> }","Give me all Swedish holidays.","",""
"<http://dbpedia.org/ontology/draftteam> <http://dbpedia.org/resource/chicago_bulls> }","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation","120","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1","What is the highest mountain?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation","165","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1","What is the second highest mountain on Earth?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation","165","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1","What is the second highest mountain on Earth?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation }","120","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1","What is the highest mountain?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation }","165","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1","What is the second highest mountain on Earth?","",""
"<http://dbpedia.org/ontology/elevation> ?elevation }","165","elevation","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> "," <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1","What is the second highest mountain on Earth?","",""
"<http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/metalcore>","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/metalcore> {","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/ontology/height> ?h","31","height","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> "," <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1","Who is the tallest player of the Atlanta Falcons?","",""
"<http://dbpedia.org/ontology/height> ?h }","31","height","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> "," <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1","Who is the tallest player of the Atlanta Falcons?","",""
"<http://dbpedia.org/ontology/height> ?n","34","height","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> "," <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","Show me all basketball players that are higher than 2 meters.","",""
"<http://dbpedia.org/ontology/height> ?n filter","34","height","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> "," <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","Show me all basketball players that are higher than 2 meters.","",""
"<http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/australia> }","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/ontology/hometown> ?h .","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/paris>","76","-","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> "," <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }","How many museums does Paris have?","",""
"<http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/paris> }","76","-","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> "," <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }","How many museums does Paris have?","",""
"<http://dbpedia.org/ontology/mass> ?n","156","mass","-","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> "," <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?","",""
"<http://dbpedia.org/ontology/mass> ?n","156","mass","-","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> "," <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?","",""
"<http://dbpedia.org/ontology/mass> ?n }","156","mass","-","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> "," <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?","",""
"<http://dbpedia.org/ontology/mass> ?n }","156","mass","-","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> "," <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?","",""
"<http://dbpedia.org/ontology/officiallanguage> ?language","134","officialLanguage","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> "," <http://dbpedia.org/ontology/officialLanguage> ?language } GROUP BY ?uri HAVING ( COUNT(?language) > 2 )","Which countries have more than two official languages?","",""
"<http://dbpedia.org/ontology/officiallanguage> ?language }","134","officialLanguage","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> "," <http://dbpedia.org/ontology/officialLanguage> ?language } GROUP BY ?uri HAVING ( COUNT(?language) > 2 )","Which countries have more than two official languages?","",""
"<http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/methodism>","118","religion","Methodism","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> "," <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Methodism> }","Give me all Methodist politicians.","",""
"<http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/methodism> }","118","religion","Methodism","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> "," <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Methodism> }","Give me all Methodist politicians.","",""
"<http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/leonardo_dicaprio>","106","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Film> "," <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Leonardo_DiCaprio> }","How many films did Leonardo DiCaprio star in?","",""
"<http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/leonardo_dicaprio> }","106","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Film> "," <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Leonardo_DiCaprio> }","How many films did Leonardo DiCaprio star in?","",""
"<http://dbpedia.org/ontology/weight> ?num","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/ontology/weight> ?num {","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/property/draftteam> <http://dbpedia.org/resource/chicago_bulls> }","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/property/established> ?year","113","established","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> "," <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) }","Give me all libraries established earlier than 1400.","",""
"<http://dbpedia.org/property/established> ?year filter","113","established","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> "," <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) }","Give me all libraries established earlier than 1400.","",""
"<http://dbpedia.org/property/ign> ?score","32","subject","Category:Action_role-playing_video_games","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> "," <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","What are the top-10 action role-playing video games according to IGN?","",""
"<http://dbpedia.org/property/ign> ?score","32","-","-","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> "," <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","What are the top-10 action role-playing video games according to IGN?","",""
"<http://dbpedia.org/property/ign> ?score }","32","subject","Category:Action_role-playing_video_games","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> "," <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","What are the top-10 action role-playing video games according to IGN?","",""
"<http://dbpedia.org/property/ign> ?score }","32","-","-","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> "," <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","What are the top-10 action role-playing video games according to IGN?","",""
"<http://dbpedia.org/property/team> <http://dbpedia.org/resource/chicago_bulls> }","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/australia> } union","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/resource/australia> } }","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"<http://dbpedia.org/resource/chicago_bulls> } union","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/chicago_bulls> } }","186","weight","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"<http://dbpedia.org/resource/metalcore> { ?uri","101","hometown","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"= ?capital )","166","largestCity","-","ASK WHERE { <http://dbpedia.org/resource/Egypt> <http://dbpedia.org/ontology/largestCity> ?large "," <http://dbpedia.org/ontology/capital> ?capital FILTER ( ?large = ?capital ) }","Is Egypts largest city also its capital?","",""
"> 2.0 )","34","height","-","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> "," <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","Show me all basketball players that are higher than 2 meters.","",""
"alma mater of","194","almaMater","-","SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:almaMater ?Almamater }","What is the alma mater of the chancellor of Germany Angela Merkel?","","",""
"ancient empire could","257","-","-","SELECT DISTINCT ?uri WHERE { ?uri dbo:currency res:Cocoa_bean }","In which ancient empire could you pay with cocoa beans?","","",""
"artistic movement did","355","movement","","SELECT DISTINCT ?uri WHERE { res:The_Three_Dancers dbo:author ?person . ?person dbo:movement ?uri }","To which artistic movement did the painter of The Three Dancers belong?","","",""
"australian nonprofit organizations.","71","country","Australia","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian nonprofit organizations.","","",""
"australian nonprofit organizations.","71","type","Nonprofit_organization","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian nonprofit organizations.","","",""
"bad have more","338","numberOfEpisodes","-","ASK WHERE { res:Breaking_Bad dbo:numberOfEpisodes ?x . res:Game_of_Thrones dbo:numberOfEpisodes ?y FILTER ( ?y > ?x ) }","Does Breaking Bad have more episodes than Game of Thrones?","","",""
"big is the","278","areaTotal","-","SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"big is the","278","areaTotal","-","SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"bigger than the","346","areaTotal","-","ASK WHERE { res:Lake_Baikal dbo:areaTotal ?a1 . res:Great_Bear_Lake dbo:areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"comic captain america?","19","-","-","SELECT DISTINCT ?uri WHERE { res:Captain_America dbo:creator ?uri }","Who created the comic Captain America?","","",""
"cuban missile crisis","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"cuban missile crisis","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"current federal minister","202","","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"current federal minister","202","leader","-","SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }","Who is the current federal minister of finance in Germany?","","",""
"deep is lake","28","maximumDepth","-","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Lake_Placid_(Texas)> dbo:maximumDepth ?n }","How deep is Lake Placid?","","",""
"densty rank of","288","populationDensityRank","-","SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank }","how much is the population densty rank of germany?","","",""
"densty rank of","288","populationDensityRank","-","SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank }","how much is the population densty rank of germany?","","",""
"doctoral supervisor of","337","doctoralAdvisor","-","SELECT DISTINCT ?uri WHERE { res:Albert_Einstein dbo:doctoralAdvisor ?uri }","Who was the doctoral supervisor of Albert Einstein?","","",""
"donald trump's main","280","-","-","SELECT ?owner WHERE { ?owner dbo:owner dbr:Donald_Trump }","What is Donald Trump's main business?","","",""
"dutch queen juliana","95","-","-","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juliana_of_the_Netherlands> <http://dbpedia.org/property/burialPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Settlement> }","In which city was the former Dutch queen Juliana buried?","","",""
"earlier than the","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"earlier than the","198","date","-","ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","",""
"ethnic groups live","316","ethnicGroup","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
"ethnic groups live","316","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","How many ethnic groups live in Slovenia?","","",""
